label,train_sample,MaxIntensity,kurtosis,ClusterProminence_AllDirection_offset4_SD,Correlation_angle0_offset7,HaralickCorrelation_AllDirection_offset4_SD,HaralickCorrelation_angle45_offset7,Inertia_AllDirection_offset1_SD,Inertia_AllDirection_offset7_SD,GreyLevelNonuniformity_AllDirection_offset7_SD,HighGreyLevelRunEmphasis_AllDirection_offset7_SD,LongRunEmphasis_AllDirection_offset4_SD,LongRunLowGreyLevelEmphasis_angle90_offset1,ShortRunEmphasis_angle90_offset1,ShortRunHighGreyLevelEmphasis_AllDirection_offset4_SD,ShortRunHighGreyLevelEmphasis_AllDirection_offset7_SD,SurfaceVolumeRatio,HighIntensitySmallAreaEmphasis,IntensityVariability,LowIntensityLargeAreaEmphasis,4kurtosis,4ClusterProminence_AllDirection_offset4_SD,4ClusterProminence_angle0_offset4,4ClusterShade_AllDirection_offset7_SD,4Correlation_angle45_offset7,4Correlation_angle90_offset7,4GLCMEnergy_angle0_offset7,4GLCMEnergy_angle135_offset7,4GLCMEntropy_AllDirection_offset1_SD,4GLCMEntropy_AllDirection_offset4_SD,4HaralickCorrelation_AllDirection_offset4_SD,4HaralickCorrelation_angle135_offset4,4HaralickCorrelation_angle45_offset7,4GreyLevelNonuniformity_AllDirection_offset1_SD,4GreyLevelNonuniformity_AllDirection_offset7_SD,4HighGreyLevelRunEmphasis_AllDirection_offset1_SD,4LongRunEmphasis_AllDirection_offset1_SD,4LongRunEmphasis_angle0_offset4,4LongRunEmphasis_angle90_offset1,4LongRunEmphasis_angle90_offset4,4LongRunHighGreyLevelEmphasis_AllDirection_offset4_SD,4LongRunHighGreyLevelEmphasis_angle90_offset7,4LongRunLowGreyLevelEmphasis_angle0_offset1,4LongRunLowGreyLevelEmphasis_angle90_offset1,4ShortRunEmphasis_AllDirection_offset7,4ShortRunEmphasis_angle0_offset7,4ShortRunEmphasis_angle135_offset7,4ShortRunHighGreyLevelEmphasis_AllDirection_offset7_SD,4ShortRunHighGreyLevelEmphasis_angle45_offset1,4SurfaceVolumeRatio,4SmallAreaEmphasis,4ZonePercentage,,RAD
1,1,-1.4423935,-0.4707415,-0.12659621,-0.62133986,-0.48439428,-1.381495,-0.23489729,-0.15579724,-0.54494756,-0.7459417,0.44021672,1.3469822,-1.0573605,-0.1206749,0.3316875,0.18611582,-1.7764908,-0.93548447,-0.7135686,-0.38126987,-0.08292017,-0.15699968,-0.05477315,-0.8633418,-1.6667494,2.5887008,0.51199913,-0.15726645,-0.23072137,-0.30082744,-0.32181787,-0.35188568,-0.86068976,-0.09206829,-0.04374861,-1.0943168,0.33557907,0.9727122,-1.4068694,-0.39234242,-0.98570716,1.027743,0.7826469,0.6571244,-1.7010736,0.6793202,2.3193161,2.196529,-0.2195036,-2.2060626,-1.3667682,,2.372862052
1,0,0.3390327,-0.023569396,-0.12659468,-0.2588838,-0.4340267,-1.381495,-0.23074095,-0.15492816,0.6370179,-0.3108782,1.3047092,-1.4166613,-0.60783434,-0.6089636,0.495709,-0.87913215,-1.3762343,-0.13787827,-0.6506258,0.49156174,-0.08289996,-0.10067766,-0.0547832,1.6589348,0.8288718,-1.2153016,-0.6229044,0.1611522,-0.5417553,-0.6691472,-0.7261019,-1.2029055,-0.26062384,-0.5786804,0.11748858,-1.0385736,0.06548505,0.444075,-0.47132236,-0.6856051,-1.0948603,-0.13942674,-0.34293053,-1.1870433,-1.2762061,0.43929395,-0.67076766,-3.19016,-0.46357957,-1.2217884,-0.7276308,,4.130748166
1,1,1.1866505,-0.46255368,-0.12659621,0.3819433,-0.39714038,-1.2108065,-0.23000507,-0.15582734,-0.065073505,-0.10082074,3.2106628,1.0263543,1.0720745,-0.4137937,2.0781295,0.44889736,-0.6005534,1.0086792,-0.70039433,-0.08143771,-0.0829214,-0.16683654,-0.054787315,-1.0936489,-0.9220724,0.9585146,0.35787243,-1.3094194,-0.86225766,-0.96645284,-0.8903422,-1.1802117,-0.7005991,-0.6140421,-0.597035,-0.31296185,-0.51015764,0.06784147,-0.8799641,-0.815457,0.58374286,1.1325518,0.8846127,-0.809814,-0.052655898,-0.26321137,-0.8391155,-0.30588987,0.5070297,0.8000521,2.895952,,6.40001401
1,1,-1.0835164,-0.53349936,-0.1265958,1.2773751,0.34807554,-0.52805233,-0.22096445,-0.15289617,-0.5820849,-0.16605884,0.6824065,-1.4166903,-1.3800688,-0.8588628,0.06926979,2.035888,0.5231159,-1.3243163,-0.27627867,-0.6975319,-0.08291232,-0.1264845,-0.054750163,1.5309013,0.1872222,-0.08377068,0.1291555,-0.73046225,-0.23063646,-0.63823307,-0.19547914,-0.40862033,-0.9224365,-0.3393544,-0.3685358,0.48418906,1.1494845,-0.56824654,0.38227466,-0.8455391,1.1123884,1.3511884,1.1979657,-3.043189,-2.2500877,0.96707696,2.3463807,0.25482926,0.27695695,-0.31414786,-0.9358072,,1.4675216
1,1,-0.19558641,1.5165114,0.13157439,-0.115109965,0.11028053,1.07642,0.40149108,-0.12290614,0.26168513,2.6231062,-0.93066746,-0.37744045,0.29389322,-0.012597756,0.25439763,-0.3680727,-0.6309578,-0.41439202,-0.42448795,-0.53151095,-0.082900524,-0.13773014,-0.054765984,0.9541176,0.4554301,-0.21855247,1.7587332,-0.16436899,0.6497764,2.402834,1.8006728,-1.5773542,1.3047122,1.0503157,3.4603024,-1.0613576,-0.51816356,0.06465254,0.20206925,-0.3107126,0.7807766,0.159115,-1.9833665,-1.0938512,0.42467594,0.77375656,0.35120243,0.3188426,-0.4699588,0.83737135,-0.8667028,,3.252008989
1,1,0.46486485,-0.52901936,-0.12659621,-0.62589204,-0.3203719,-0.8864983,-0.23231958,-0.15572058,-0.49935466,0.012549563,-0.3780312,-0.09819866,-0.50528866,0.1906385,-0.9993234,0.6177844,1.9275323,-0.048860915,-0.67710173,-0.16754706,-0.082922354,-0.17871124,-0.054787543,0.23819798,-0.95548856,-0.25193924,2.4832623,-0.10422579,-0.35118872,-0.82548434,-1.218823,-0.624212,0.2640314,-0.13277993,-0.31012434,-0.92816424,0.1785166,1.5702175,-1.07005,-0.16256961,-0.44981202,0.9547703,0.6603169,-0.33754128,-0.9222415,1.4736344,0.3296158,0.96528625,-0.28259584,-1.1486987,-1.3194044,,2.186979736
1,1,1.0134029,3.6907897,-0.12400179,-0.44686145,-0.4299074,-1.1937376,0.9481759,-0.08745878,0.4932646,1.4086897,-0.13785395,-1.4164292,-0.5500712,2.3637862,0.8650404,-0.36005908,0.6924433,-0.9161879,-0.5528909,-0.49310195,-0.08292108,-0.1765093,-0.054784738,2.205415,-0.5704782,-0.039951637,0.49070027,1.5611898,-0.33316028,-0.25401458,-0.81453896,-0.7376813,0.7000919,-0.006741482,-0.70157665,0.5244802,-0.16362894,-1.3041303,-0.009075402,1.7103813,-0.6334559,0.93723035,0.5470528,-0.31023943,-2.6105075,0.7533385,2.2344987,1.4434539,0.3725522,-1.0727696,-0.45409635,,2.432192465
1,0,1.3556746,1.8325247,1.4122533,-0.43907216,0.09155652,-1.0742556,1.8707504,0.15601896,0.3753911,1.6370311,0.05953009,0.30839407,0.5964868,-0.17444162,0.22905931,0.5779027,0.48272786,-0.61544454,-0.70939654,-0.5245287,-0.082893796,-0.13354659,-0.05475465,-0.8951483,-0.7456927,-1.299864,-0.18053028,-0.32498357,0.5676174,-0.24341546,1.181613,1.1345624,-0.88077945,-0.6553586,-0.31235287,-0.770168,-0.6300514,-0.86221766,-1.2138189,-0.78325856,-1.1942654,-1.7477447,-1.9834915,1.6057963,-0.06587742,-0.06989103,-0.7166352,-0.3024052,0.47452667,-1.0935876,0.07911572,,3.78684826
0,0,-1.7297641,-0.6269848,-0.12659621,0.87126136,0.15147334,-1.2620131,-0.23431359,-0.15574911,-0.47447905,0.48638618,-0.53436303,2.656637,-2.146551,-0.04163957,1.1002861,2.0225303,-0.44571713,-1.0102593,-0.7232636,-0.5434485,-0.08292252,-0.18356305,-0.054787636,-0.7187233,2.018265,1.4555542,0.16372578,-0.32260448,2.4850957,-0.8078191,-1.3198938,-2.0198846,0.3351244,0.4396804,0.27038604,2.0177443,3.0106657,-0.17097136,2.4294977,3.6906602,-0.114442475,1.3590236,1.3600616,0.033687875,-1.8081386,0.17377529,2.732917,0.7203132,0.49746084,0.15623602,-1.2690034,,-4.498422298
0,1,-0.49409133,-0.53382176,-0.12659621,-1.887327,-0.39976174,-0.52805233,-0.23286721,-0.15550016,-0.035378363,-0.4721583,-0.9162256,0.8767881,0.44499514,-0.46459833,1.9889728,-0.15949024,1.6031265,-0.048860915,-0.71869767,-0.43388042,-0.082922295,-0.16526042,-0.05478603,-0.039768986,-0.6294272,0.18315004,-0.14494649,-0.17745423,0.13803992,1.7845513,-0.5997631,1.2820724,-0.27822828,0.47163478,-0.7886969,-1.1185361,-1.4254041,-0.53572243,-0.47718906,-0.51327544,0.8353224,0.17068392,0.0798008,-0.9508958,0.96168804,0.35497016,0.84121734,0.835064,0.3534456,0.25578642,0.4170314,,1.159170479
1,1,0.35678878,-0.62931883,-0.12659459,-0.5568255,3.1585505,0.63262975,-0.22173147,-0.15419373,-0.23680428,2.2157173,-0.9528123,0.18067744,-1.1303838,-0.3257383,0.1174857,0.07886374,-0.7194183,-0.92397875,0.113803,-0.47712526,-0.082901,-0.13170101,-0.054725762,0.7780236,0.30248243,0.37528569,-0.73927337,0.1427607,-0.10226286,-0.16127221,1.3963889,0.7601136,0.24942225,-0.5906089,-0.41413316,-0.9000027,-1.0623553,2.176651,-0.009693068,-0.6493252,-0.07232677,-0.044751503,-0.16517195,0.49097133,0.54728216,1.3254168,0.25475493,-0.38408694,-1.3277644,-0.90465975,-0.6240879,,2.610163212
1,0,2.1208427,1.2306734,-0.11952515,-0.48168957,-0.50854826,-0.37443262,0.3075948,-0.13401535,5.4869366,0.8420993,-0.0401071,-0.12073893,-0.7626982,0.9694999,3.6829493,-0.2552903,0.34162065,-0.39199296,-0.6079417,-0.43548122,-0.08290862,-0.16058004,-0.054767244,0.052310586,0.1739714,0.6441415,1.2975022,1.8180543,1.0462183,2.6148164,1.3584872,-1.3390687,0.34134075,-0.32471323,-0.5812753,0.024939155,-0.97785187,1.9145654,-0.33718717,-0.018961586,0.5012871,-0.08480195,-0.17905886,0.5837842,0.5420468,0.8358424,-0.64117604,0.59768784,-1.0524458,-0.08748242,-0.6133325,,3.682688926
1,0,-0.710627,-0.7583222,-0.12659621,-0.21163152,-0.31849948,-1.1595999,-0.23629363,-0.15576778,1.3004228,0.7267713,2.1270378,0.29827455,-2.019928,-1.1028949,3.0885713,-0.48161918,-1.1688453,1.0086792,-0.7060039,-0.49732196,-0.08291336,-0.15342732,-0.054786675,0.23553582,-0.3710388,-0.97062373,1.4121488,1.2147577,-0.17794359,-0.33085826,0.6636242,0.8395421,0.11278307,-0.015341003,1.8368047,-0.088201895,2.0475762,2.4339588,-0.6093475,0.9243163,-0.5716738,-1.7476223,0.09031745,0.20057705,-2.138099,0.9589893,2.8205757,0.27403042,-1.7031283,-1.4389392,-0.5910154,,3.556406162
1,1,0.42896825,1.3553344,-0.11799902,-0.449436,1.0333747,1.3324528,0.6363322,-0.11842045,-0.60602504,0.36382905,-0.8968826,2.812013,1.3079816,-1.1347114,0.12722161,2.0189056,-0.40315086,-0.9942355,-0.6205862,-0.60758996,-0.082919076,-0.14749919,-0.054786842,-0.81981885,0.18689501,0.19464034,2.2845953,-2.335482,1.0730989,-0.35029003,1.0931759,0.41970566,-0.8977625,-0.7206475,-0.3054265,-0.1863039,-1.2597638,-1.0299275,-0.03754547,-0.4830422,0.1566125,2.4300034,2.0761914,1.5279504,0.9726173,0.6742699,-0.499735,0.3769673,0.1896547,-0.74156076,-0.8373291,,2.514593823
1,1,-0.28830647,2.1455202,-0.12631643,-0.51101154,-0.07134247,1.3836594,-0.10175113,-0.1503029,0.10794806,-0.4951881,-0.66992164,-0.66286355,1.1355839,-0.9618221,-0.28818297,-0.95756775,0.64561117,0.56002617,-0.6056942,-0.56073284,-0.082901806,-0.075196214,-0.054730956,0.83449936,0.79249537,0.58140373,-0.06701101,1.059053,1.0671935,0.9012905,0.78996295,0.48778725,-0.10891859,-0.2647516,1.8687712,-1.0446374,-0.8530652,0.73581123,0.40728605,-0.026519902,0.64702886,-0.39796093,-0.59545946,-0.118635856,0.9723056,-0.67796,0.21721615,0.5136022,-0.37500146,-0.42711997,-1.2099811,,3.531190528
0,1,-0.42114475,0.70835257,0.03491938,-0.39178872,5.499053,-0.6646032,1.3438704,1.048284,-0.31958833,4.978812,-0.43803003,0.7182341,0.10009345,0.23310342,0.52863455,2.4324458,0.22282511,-0.72332996,-0.63471085,5.357454,0.03502069,0.8521043,-0.047900338,-2.2236607,-0.7371324,0.07484638,0.19794722,0.2188229,2.7927918,-0.33527458,-0.5997631,-1.9518028,2.1659486,1.8257923,-0.14418244,0.1569393,1.4661514,0.108970754,-1.3002782,0.34988427,-0.37896258,0.57649505,-1.9827412,-1.1346478,-2.603429,-1.3806702,1.4553581,-0.71349406,0.1176315,1.3013736,1.6282183,,0.610328234
1,1,-0.32564202,-0.45179805,-0.12659621,-0.71520483,-0.42110708,-0.8694294,-0.23406531,-0.15580943,-0.17207202,-0.615898,0.95026284,-0.2941746,-0.2583794,-0.14392915,-0.49438447,-0.9010764,-0.34154317,-0.30523252,-0.6926562,-0.51974505,-0.08292219,-0.1519711,-0.054784454,-0.2226487,1.0628346,0.9381805,-0.9149671,-0.28936666,-0.8296631,-0.46953025,0.8025968,0.30623633,-0.9336206,-0.5515216,-0.3083618,0.7247451,1.524605,-1.2406822,-0.059160102,-0.3318759,0.64329183,0.005980254,-0.22506157,-0.990934,-1.2675873,-0.49232954,0.36480692,-0.35767278,0.006741629,-0.5015715,-0.46775413,,2.400922089
0,0,-0.07023392,-0.51646316,-0.12659621,1.7155266,-0.4892625,-0.80115396,-0.23517998,-0.15582684,0.001333679,-0.63788396,3.2106705,-0.4446434,-0.85365105,0.36875767,-0.8996915,-1.0619545,-0.56689656,0.46387973,0.22812437,-0.29458413,-0.08291426,-0.1714708,-0.05478064,1.3464794,0.32912633,-0.02610826,-1.016684,-0.5524007,0.4030863,0.23001231,-0.09440817,-1.2255994,-0.87422264,-0.37559065,-0.6117114,1.609286,0.09992175,0.06401399,-0.9598153,0.32116267,1.0626279,-0.106700145,-0.28685808,-0.821792,0.23346815,-0.3129547,-0.84468853,-0.38544542,0.027777564,-0.539229,0.39059788,,2.291514533
1,1,1.4977269,0.032774743,-0.12658805,-0.86691386,-0.3372235,0.9228003,-0.20202824,-0.15317273,-0.17604102,-0.16208214,-0.38876805,0.50163037,0.17430383,0.346264,2.3158805,-0.16616671,-0.7764336,-0.8420144,-0.6663019,-0.48198923,-0.08292221,-0.17520449,-0.05478511,0.06413276,1.6366037,-0.2034705,0.13563696,2.0582418,-0.5474652,-0.7027111,0.27197418,-0.35188568,-0.21123478,0.9641947,-0.6536151,-0.4422379,-1.2268518,1.0361602,-0.15420339,-0.4633906,3.0711744,0.38818213,0.2533669,-0.4920956,0.6551082,1.1994253,4.088142,0.5911704,-1.3347816,-0.41536272,0.20438771,,3.301630536
1,1,-0.1688086,-0.5394195,-0.12659621,-0.5792393,0.09530131,0.15470187,-0.23142688,-0.15545978,1.4250678,-0.44075108,-0.24039958,-0.15101326,-0.50508785,3.3739362,2.197005,1.417199,0.5107119,0.75444996,-0.48831564,-0.4815175,-0.08292135,-0.15189277,-0.054785848,-0.51845545,-0.70466393,-0.70678645,-1.5891393,-0.50049114,1.513717,-0.89084566,1.282684,0.079297714,0.32968777,-0.66626406,-0.207854,-1.0817724,-0.5126359,-0.3820416,-1.124766,-0.56316036,-0.83874685,-0.3877294,-0.6110313,0.66760796,0.36329946,-1.5444723,-0.5050167,0.9369215,-0.687911,0.042854365,1.409571,,0.659807566
1,0,-0.2395473,-0.44323573,-0.12659621,-2.477389,-0.521524,-0.85236055,-0.23300639,-0.1557323,-0.62497926,-0.6733106,-0.20619832,0.3632864,-0.51172584,-1.0997771,-0.7793499,-0.18028839,0.3089381,-0.6635738,1.0992292,-0.32225966,-0.08292252,-0.1788122,-0.054787163,0.7787292,0.6728941,-0.48920423,0.57794505,0.2559211,-0.18778929,-0.36795524,-1.0419487,-0.80576295,-0.42341334,0.55614024,-0.35024837,-1.1294854,-1.7269497,-0.47036254,0.48954535,0.90919966,0.50051814,0.2619772,0.15741923,-2.8354812,0.7323377,-2.41037,0.40241796,1.1319587,-0.59741914,0.1914903,1.2657945,,3.70505598
1,1,0.16367431,1.6595337,-0.12657778,-0.57209516,-0.5048034,-1.3473573,-0.16552494,-0.15518901,1.5551714,-0.1877282,-0.5185639,-0.15092906,-0.33694816,0.8168454,0.12781301,0.29450935,0.4507197,0.09411808,-0.64106464,-0.54088056,-0.082914546,-0.14678873,-0.054787263,-0.0325543,-0.1965612,-1.1256831,-0.63720405,0.44972703,0.39878264,-0.607319,1.8638421,0.54452187,-0.9496547,-0.5998382,-0.73278946,-0.44978124,-0.22151071,-0.55421746,-0.13672616,-0.8611092,-0.8007016,-0.14765045,-0.34028873,1.4849232,0.16624193,1.5678779,-0.76190454,-0.3950977,0.11318159,0.028916469,0.5906746,,0.823586229
1,1,-0.9188119,0.24124008,-0.12659599,-0.5552496,-0.35632196,0.052288737,-0.2237445,-0.15537122,0.16776523,-0.4477517,-0.44016454,-0.61496514,-0.4664472,1.0678142,-0.21741934,-0.16177785,-1.2308766,1.4845203,0.59930634,0.041938946,-0.08291762,-0.14893387,-0.054785762,-0.5071782,0.81084836,-1.0698879,-0.29440215,-0.07625947,-0.8104576,-0.23546614,1.4090227,1.7472967,0.71833044,-0.18566671,-0.8345555,-0.2842285,-0.9511029,0.87737864,1.4267598,0.47535232,1.2097921,-0.5013526,-0.59542817,1.249891,0.8140141,1.2269306,0.30511567,-0.24264292,-1.539353,0.12242338,0.010438112,,0.79498228
1,1,-0.004198313,-0.6357612,-0.12659217,0.6592911,-0.35426232,0.052288737,-0.22562112,-0.15254365,-0.46506253,3.2568061,2.6996472,1.7289075,0.017461624,0.9144497,0.9535343,0.73515135,-1.0487581,-0.7859327,-0.38991475,-0.62343824,-0.08291988,-0.14533052,-0.054782283,0.20606472,-0.3545375,0.32106802,0.7775595,-0.37833923,-0.092926666,0.39783186,0.29724193,-0.034171596,-0.65926343,-0.6887463,-0.018287156,-0.53643,-0.7966452,0.02639292,-0.7284136,1.9824806,-0.57558155,-1.7480202,0.92440045,1.7985152,0.92954195,1.0289577,-1.0928007,0.3288447,-0.07800892,0.68142825,-0.78173065,,3.375499228
1,1,-0.6076376,-0.65816396,-0.12659605,2.0465958,-0.030149614,1.3836594,-0.23461658,-0.15492028,-0.58191675,-0.47406673,-0.1534543,0.47363418,-0.08270998,-0.22390033,0.16506563,-0.41425353,0.027213737,-0.92397875,2.2046456,-0.67515993,-0.08289801,-0.03408129,-0.054715842,0.97196394,-0.57194746,1.2463753,0.13196847,0.35052642,-0.7808809,0.36250144,0.08246606,1.2139908,0.22240661,0.2420818,-0.36077547,-0.876466,0.9428628,1.4353472,0.100850776,-0.6447902,-0.63055587,0.74612635,0.44014454,-1.1552358,-2.7312615,0.8374575,3.9847476,0.6134029,-0.49863428,-1.2373996,-1.4247891,,3.401836855
0,1,-0.16127339,0.40264037,-0.12659612,-1.4458448,-0.46136373,-0.9035671,-0.22970508,-0.15575302,-0.5898136,-0.77651477,-0.9093487,-0.1977741,-0.18763565,-0.3430832,-1.0680237,1.2614739,-1.9875798,0.816409,-0.05554182,5.25116,-0.08265492,0.2696221,-0.054358725,0.06403035,-0.8630926,-1.0512443,-1.1304605,1.3168972,-1.0930288,-0.76277286,-0.66293246,-0.102253176,2.2284098,0.4948049,-0.5122198,-0.9826143,1.1744543,-0.8188535,-0.73860395,-0.33036423,-0.30053055,-0.6088636,-0.86624557,-1.5788381,-0.95546955,-1.7375879,-0.8741164,0.99807763,-1.0001981,0.2991847,-0.64712596,,-0.285807682
0,1,0.7743119,-0.5356505,-0.12659621,2.7809372,-0.37467152,-0.35736376,-0.23389886,-0.15557946,0.34175268,-0.00713813,-0.57556957,-0.33421433,-0.47457337,0.4471958,0.82319623,-0.10395399,-1.030231,-0.81798,3.450612,-0.5293719,-0.0829207,-0.15274039,-0.05478615,0.07485966,-0.3142302,-1.2401949,-0.7396333,0.6369203,-0.52668744,-0.82371783,0.81523067,0.692032,0.37634262,-0.48162344,2.551399,-1.0705074,-0.49497294,-0.45984173,-0.5073259,-0.8561207,-0.57117015,-1.7478977,3.28136,-0.5029583,0.09394531,0.4255413,-0.57110447,1.1152323,-1.1907508,0.4444472,1.0341722,,0.829429537
1,1,-1.1618379,-0.45807284,-0.12659621,2.7012897,-0.21926218,-0.7840851,-0.23502015,-0.15581761,-0.5969997,-0.77159,-0.25715852,-0.5044461,0.42398873,-0.6666194,-1.0948387,-0.7913457,-0.2920518,-0.16903493,3.1916962,0.9777115,-0.08270372,-0.15928732,-0.0547836,1.1831094,-1.1029927,-0.36750898,-0.27502397,-0.6239495,-0.10328595,-0.061463747,1.0426404,0.22680782,0.48929718,-0.4629771,-0.0775739,-0.3999348,-0.42622602,0.4472601,-0.06755933,-0.17768624,0.70019984,-1.7480508,-0.43782768,0.39144453,1.0155277,0.293692,-0.45249727,0.23677835,0.36363682,0.2678641,0.09495495,,0.059545481
0,1,1.0584183,-0.35340035,-0.12659611,0.61402136,-0.43009463,0.01815103,-0.23083973,-0.1556829,-0.6470983,-0.5953337,0.6667252,0.8907759,0.67535675,-0.13337308,-0.2735821,0.17428175,1.6496558,-0.97287077,0.001423249,-0.49665803,-0.08291625,-0.15645221,-0.05476819,-0.90166104,0.3921419,-0.096360385,-1.0231215,-0.19195059,1.8755102,-0.33527458,1.3963889,-1.1348239,-0.3526206,-0.07698601,1.0632129,0.019604908,-0.6771324,-1.1577814,2.6571937,1.1964157,0.9095616,0.720442,0.44438067,0.31023052,0.7841694,0.4210937,-0.21909346,-0.24487394,0.49428678,-0.8855862,0.10637434,,-1.20369407
1,0,0.2060974,-0.6071016,-0.12659569,-0.30367482,0.43046123,1.5884856,-0.22916025,-0.15491235,-0.6378323,-0.5077468,-0.53328615,1.767679,0.3566112,-0.7363346,-0.84700793,-0.38983062,-0.4770868,0.03659839,0.6642445,-0.54999787,-0.082918815,-0.1603579,-0.054761577,1.5575979,0.88580596,-0.59543705,-0.6015469,0.19990656,-0.22046678,-0.03496591,0.86576617,-0.07955932,-0.7582113,-0.60224324,-0.5319397,-1.082906,-0.9978022,-1.6236092,-0.522889,-0.60851026,-1.1861309,0.44213367,0.13557304,0.6530202,0.9206206,-0.025402881,-0.46080807,0.7967665,0.4311945,0.59020835,-0.378476,,3.065194851
1,1,-0.029154576,-0.6164491,-0.12659618,-2.2760975,-0.361003,0.5131478,-0.22106658,-0.1555619,-0.3968512,-0.3527938,-0.8047159,0.22469863,1.1674862,-0.5097194,-0.15401411,0.84087056,-1.492077,-0.69620216,-0.13130058,0.84177095,-0.08286571,-0.11978251,-0.054711282,-0.091681145,-0.39963394,0.023892906,0.3341426,-1.0275972,0.84651893,-0.35470635,0.6130887,0.43105257,-0.66753685,-0.5313593,-0.20311491,-1.1222204,-0.9883989,-0.24685585,-1.085242,-0.6447902,-0.83624864,0.07657804,4.1265097,-0.12610817,0.8444731,0.5017774,-0.12449278,-0.17152141,0.6822877,1.4526174,-0.02042459,,2.448779896
0,1,-0.71005124,1.7342196,-0.12659344,0.20681717,-0.13687652,-0.37443262,-0.2215864,-0.15531136,-0.24450098,-0.020709319,-0.07510501,0.5539574,-0.5985211,1.2799903,1.0999652,0.80995756,-1.0169135,-1.3841375,-0.40643683,-0.5230552,-0.08291606,-0.17028147,-0.054785516,-1.1982975,1.2350315,-0.32743222,-0.20222947,-0.07625947,-0.5831725,-0.18865329,0.63835645,1.1118685,-0.39605263,-0.68726856,0.3769707,0.17664415,-0.9707352,0.67268246,-0.23047228,-0.7433506,-0.5659015,2.3188744,2.458594,1.249155,0.74478906,0.35962266,-1.0096064,0.39205626,-0.8440468,-0.5083091,-0.48112726,,1.00370602
0,0,0.018548282,-0.55593485,-0.12659498,-1.39324,0.9172857,0.8033183,-0.21899608,-0.15369701,-0.11705199,-0.4722031,-0.647661,-1.4168065,-0.17564718,0.3020848,0.49345928,2.1939006,-0.9807972,0.24222958,0.8056566,-0.5973412,-0.0828767,-0.11059535,-0.05475213,0.7374855,0.22507328,-0.689792,-0.70353913,-0.37387255,0.9912521,-0.23104982,1.181613,2.0536637,-0.66055214,-0.27202186,0.023059415,1.1709533,0.25869977,-0.11836344,-0.107268125,0.2788361,1.0487684,-1.7477753,-0.475202,-0.10589946,0.71956545,1.1745597,0.15579125,-0.3389249,1.5776997,0.0589461,0.42996827,,-1.185473832
0,0,-0.43333548,-0.41485864,-0.12659621,1.3984616,-0.4817729,-1.4156327,-0.23550251,-0.15581116,1.2371585,-0.52635044,0.03715156,-0.5861042,-0.83452857,-0.34934315,-0.54317397,-1.2861868,0.8531787,1.8228946,-0.7158501,-0.4803569,-0.082922205,-0.17561719,-0.054787412,-1.2699678,0.9335839,-0.7258367,-0.36538252,0.52275693,-0.4888116,-0.9139871,0.13300157,-0.045518525,-0.65233094,-0.3529778,-0.34506217,-1.1207339,-0.7194478,-0.6626223,-0.9729689,-0.11570804,-0.2814497,-0.3010607,-0.48092306,0.45916378,-0.09510781,0.9531315,-0.6005371,1.3677315,-0.55344903,-0.58088255,-0.54707336,,1.333798852
1,0,-1.5287776,-0.6164907,-0.1265962,0.38804838,0.80494153,1.1617643,-0.2227625,-0.15487763,-0.6932329,-0.29909155,-0.90056336,0.6896836,0.53921974,0.6880156,-0.7969643,0.8763681,-0.3351233,-0.89809597,-0.56165373,-0.15738676,-0.08290881,-0.1327733,-0.054778185,-1.4734263,0.044127908,0.9158247,0.11690122,-0.62845117,0.44504863,0.36250144,-0.6250309,-1.4752319,-0.7703828,-0.6240144,-0.53853756,-1.07427,-1.5022833,-0.11325887,-1.140885,-0.34094587,-0.54503065,-1.7477447,1.2729645,0.85247535,1.1702801,-0.00579242,-0.86174107,0.46533936,3.3876305,-0.9199595,-0.94633037,,1.247784034
1,1,-1.0931149,0.43588278,-0.12659524,-0.04851895,-0.42541364,0.15470187,-0.22844133,-0.1551694,1.462164,-0.35900152,0.3660765,-0.904158,0.6987372,-1.1653258,-0.5841444,-1.4056504,-0.9203119,1.9914535,-0.4106691,-0.3949634,-0.08292193,-0.17444362,-0.054787014,-1.3079561,-1.8549069,-1.1104882,-0.81763124,-0.25561574,0.20168054,-0.48896196,-0.22074689,0.5899096,0.29194793,-0.07853096,-0.22132154,1.0348977,0.30419248,-0.510534,-0.3568877,2.042947,-0.2909867,-0.39530426,-0.6021246,1.098348,0.19747113,-0.76714116,-0.38135538,0.42306992,0.18391337,0.6951614,-0.8036969,,0.934182424
0,0,1.1884738,-0.50248915,-0.12659621,0.7134717,0.14211136,-0.40857032,-0.23480408,-0.15579593,0.12813434,-0.6033527,-0.89425045,-0.28509986,-1.4923233,0.59604734,0.05540296,0.16855574,1.1181368,1.1528987,-0.42335343,-0.5185947,-0.082921125,-0.16434848,-0.05478625,0.7957138,0.6366695,-1.0575994,0.7781399,0.3667139,0.8568486,-0.74864066,0.22143868,0.6126035,-0.017104588,-0.6468575,-0.6562237,-1.0190624,0.38558295,0.010448246,-0.050082102,-0.43920398,-0.51664466,-1.747959,-0.53984034,0.40340024,-0.18047923,0.15780488,-1.0308679,1.4853054,-0.3724498,-0.8628636,-0.67249715,,0.671321067
