label,train_sample,MaxIntensity,kurtosis,ClusterProminence_AllDirection_offset4_SD,Correlation_angle0_offset7,HaralickCorrelation_AllDirection_offset4_SD,HaralickCorrelation_angle45_offset7,Inertia_AllDirection_offset1_SD,Inertia_AllDirection_offset7_SD,GreyLevelNonuniformity_AllDirection_offset7_SD,HighGreyLevelRunEmphasis_AllDirection_offset7_SD,LongRunEmphasis_AllDirection_offset4_SD,LongRunLowGreyLevelEmphasis_angle90_offset1,ShortRunEmphasis_angle90_offset1,ShortRunHighGreyLevelEmphasis_AllDirection_offset4_SD,ShortRunHighGreyLevelEmphasis_AllDirection_offset7_SD,SurfaceVolumeRatio,HighIntensitySmallAreaEmphasis,IntensityVariability,LowIntensityLargeAreaEmphasis,4kurtosis,4ClusterProminence_AllDirection_offset4_SD,4ClusterProminence_angle0_offset4,4ClusterShade_AllDirection_offset7_SD,4Correlation_angle45_offset7,4Correlation_angle90_offset7,4GLCMEnergy_angle0_offset7,4GLCMEnergy_angle135_offset7,4GLCMEntropy_AllDirection_offset1_SD,4GLCMEntropy_AllDirection_offset4_SD,4HaralickCorrelation_AllDirection_offset4_SD,4HaralickCorrelation_angle135_offset4,4HaralickCorrelation_angle45_offset7,4GreyLevelNonuniformity_AllDirection_offset1_SD,4GreyLevelNonuniformity_AllDirection_offset7_SD,4HighGreyLevelRunEmphasis_AllDirection_offset1_SD,4LongRunEmphasis_AllDirection_offset1_SD,4LongRunEmphasis_angle0_offset4,4LongRunEmphasis_angle90_offset1,4LongRunEmphasis_angle90_offset4,4LongRunHighGreyLevelEmphasis_AllDirection_offset4_SD,4LongRunHighGreyLevelEmphasis_angle90_offset7,4LongRunLowGreyLevelEmphasis_angle0_offset1,4LongRunLowGreyLevelEmphasis_angle90_offset1,4ShortRunEmphasis_AllDirection_offset7,4ShortRunEmphasis_angle0_offset7,4ShortRunEmphasis_angle135_offset7,4ShortRunHighGreyLevelEmphasis_AllDirection_offset7_SD,4ShortRunHighGreyLevelEmphasis_angle45_offset1,4SurfaceVolumeRatio,4SmallAreaEmphasis,4ZonePercentage,,RAD
1,0,-1.1073202,-0.15357754,-0.12659267,-0.04171522,0.28441387,0.27418384,-0.21507624,-0.1557387,-0.17103688,-0.4110268,-0.6250497,-1.4171256,0.8235767,-1.0229819,-0.76529586,-0.8178745,-0.89770675,-0.3212561,2.5673747,-0.08180733,-0.08291185,-0.17623465,-0.054782294,0.46552035,-0.2402612,-0.6688594,0.7281094,-0.33862862,-0.45587924,-0.65236527,-0.056506544,-0.3632326,-0.82551444,0.9484255,-0.6558505,-1.1209412,-1.2048686,-1.3535494,-1.2214149,3.1011114,-0.81859756,-0.24575952,-0.48252368,-0.89925873,-1.4981755,1.1488745,0.62133,0.41056046,1.6184801,0.7113067,-0.18011601,,1.422074515
1,1,0.07393097,0.19897825,-0.12617908,-0.16670293,-0.29977548,-0.1866752,-0.10491686,-0.15395112,1.0858867,1.6908798,-0.6011183,-0.7146711,0.17787084,-0.15956865,1.8700973,-1.265575,-0.7629618,0.27160728,2.105697,0.6564215,-0.08280413,-0.058569934,-0.054681446,0.50607514,0.6300215,-1.1924151,-0.98366344,0.066395245,-0.75763434,0.60981447,-0.09440817,1.1005216,-0.33661264,-0.068991095,-0.6528259,0.52365965,0.012940029,-0.55836046,-0.7482996,0.7278001,-0.33246952,-1.7472245,-0.5831451,-0.612991,-1.3595787,-0.5972763,-0.5200141,-0.70255136,-0.4578538,1.7613797,0.5508679,,1.625099824
0,0,0.1420774,-0.6226312,-0.12659621,-1.1000941,-0.1350041,-0.23788178,-0.23314588,-0.15451913,1.1750362,2.5390482,3.97576,0.87754536,-0.4854693,-0.22390033,-0.2830847,0.70251447,-0.11678878,-1.1063989,0.5706908,-0.5698816,-0.082916155,-0.1530583,-0.05478347,-0.17349714,0.31213194,0.32040533,-0.58881515,-0.062066354,-0.6447433,-0.55079025,0.65099037,-0.2157225,0.60958534,0.37260818,0.75599766,0.86327595,0.22661409,3.3923914,3.3454688,2.662729,1.3852062,0.29605344,0.13278757,0.8797995,0.315768,1.5349125,1.3684579,0.22782299,-0.96895546,-1.09632,-0.12929782,,2.234260868
1,1,-1.070079,-0.025341054,-0.12659605,0.14703968,-0.3450876,0.01815103,-0.2305728,-0.15565966,0.59418535,-0.6598563,2.8511753,-0.8403418,-0.53332865,-0.9917911,-0.21926191,-1.2856138,-0.18006642,0.5072421,-0.4106691,0.13090424,-0.082916394,-0.13391128,-0.054766145,0.44999492,0.67058253,-0.6992869,-0.91768825,1.4700595,-0.9820062,-0.42360067,1.1058098,0.21546088,0.21349533,1.8711456,-0.73968047,0.24651842,-1.3874726,1.2772042,0.7219343,-0.09907974,1.531826,-0.63273597,-0.7933946,0.43933427,0.8320126,1.3031667,1.2626077,-0.70206404,0.12464867,-1.0047886,-0.3593361,,3.201495545
1,1,-1.609306,-0.4987077,-0.12659621,1.0276997,-0.44226524,-0.6475343,-0.2347218,-0.15584998,-0.15946297,0.11640756,-0.29329544,0.78555316,0.012211503,-0.5623987,0.06581943,-0.122660205,0.54190296,-0.9541776,-0.7156744,-0.5610898,-0.082921505,-0.16356857,-0.054787327,-0.8255657,-0.003417679,0.069677226,0.22930437,-0.6797075,-0.83972806,-0.40681872,0.6130887,0.49913415,-0.65262,-0.648841,0.59814453,-1.0221279,0.641636,-0.6272323,-0.34126347,-0.46641392,-0.6642174,0.80251706,0.49712363,0.8274041,-1.0912973,0.7769989,1.0452487,1.6714214,-0.7522791,0.06870973,-0.67124516,,1.258250623
0,1,-0.76562434,-0.42235035,-0.12659621,-2.1746564,-0.42691156,-1.0742556,-0.23309793,-0.15581332,-0.54454464,-0.417678,-0.37801823,-0.09819866,-3.4934523,1.1739839,-0.42988855,0.923313,0.4860557,-0.50552464,-0.7187944,-0.37681648,-0.0829037,-0.17220806,-0.054786723,0.8275807,-0.3951791,1.7010983,-0.3415352,-1.5356468,0.5933348,0.574484,0.5625532,-0.011477731,-0.95488596,-0.5670209,3.3555472,1.7167381,0.12260411,-0.36195397,-0.549135,-0.730955,-0.67990154,1.0856519,-1.9839292,0.28814813,0.004420377,0.2126105,-0.68260235,0.20517257,0.1896547,-1.1607141,0.05058625,,-1.29589122
1,0,-0.08933557,-0.48153928,-0.12659548,-0.7723684,-0.26045504,0.6667675,-0.22849348,-0.15320426,-0.46445686,0.051054526,0.78591347,0.98129696,-0.4306767,0.013918683,0.87116843,2.025964,1.0252291,-0.1302085,0.15478303,0.8487066,-0.08276292,-0.12947467,-0.05472954,-1.4445589,-0.5056307,0.34588593,-0.36355385,-1.5674909,-0.43037912,-0.78750414,0.49938387,-0.26111022,-0.38002416,-0.60137355,0.13052107,-0.14121984,-0.7756776,0.047753844,-1.3627751,-0.5329271,-0.60804486,0.49052712,-1.9833039,1.8464049,1.1165962,1.18143,-0.6940506,-0.72673583,1.2947259,0.028578274,1.8602864,,1.289708028
1,1,-2.1548681,-0.70457244,-0.12659621,0.6550882,-0.4533124,-0.42563918,-0.23455313,-0.155806,-0.63939303,-0.65325755,1.291274,0.59107184,1.047005,0.22950551,0.28607497,-0.25013736,0.63711005,-0.38214505,0.9346546,-0.4585982,-0.08292254,-0.18119934,-0.054787226,-2.2190814,2.8662806,1.2612841,0.7949438,0.47459134,-1.1453277,-0.93112236,-0.9282438,-0.48804885,-0.13952258,-0.59250796,0.386411,1.7537334,2.505041,0.07804302,2.134179,0.8336165,1.2034886,0.85708356,0.5069495,-2.2363575,-1.8827457,-1.6842045,0.60759306,0.73752695,-0.55153525,0.4249645,1.6026003,,2.571334234
1,1,-0.6004392,0.9618494,-0.12642835,-0.41056567,-0.29977548,0.257115,-0.13104214,-0.15500318,-0.17286716,-0.20303012,-0.52368355,-0.121391915,0.25168553,2.5123377,0.415893,0.13535045,-0.08253899,0.4671998,-0.651407,-0.47342137,-0.08291762,-0.13216297,-0.054786094,0.6604493,0.53230816,-1.2910129,-0.4812852,0.021984668,0.7795838,0.78646666,0.3604113,1.7246028,-0.43761027,-0.2641112,-0.75840855,0.17153229,-0.40652943,-0.52233195,-0.2509134,-0.34094587,0.4265512,-0.29415,-0.45866734,0.95202446,0.8403196,1.587886,-0.12754712,-0.23320025,-1.4501214,-0.02669293,1.8765807,,0.070329648
1,1,0.98575914,1.7110878,-0.12647006,-0.56259185,-0.5154949,-0.16960636,-0.12820563,-0.15289304,-0.44818085,0.2706826,-0.832883,0.09844758,-0.3605294,0.31005606,0.21643175,-0.49077895,0.50520587,-0.64788675,-0.43369332,-0.60191953,-0.08291587,-0.1595447,-0.05476189,1.5843422,0.67924327,1.2217833,0.41795725,0.30009815,-0.46832812,-0.31760937,0.19617093,-0.80576295,-0.4755422,-0.68647045,0.4221227,1.1908475,2.2250345,-0.8080134,0.9546325,0.51919055,1.7635152,0.41525275,0.14285715,-1.43102,-0.46399015,-0.31781211,-0.5413431,-0.40579677,0.48535582,-0.091692224,-0.09916537,,2.141068903
1,1,0.32626715,-0.5615816,-0.12659621,1.3833421,-0.45874238,-0.73287857,-0.23589933,-0.15584278,0.8808703,-0.64388704,-0.45322728,-1.4170096,-1.234022,0.7102864,-0.62802136,-1.0953509,-1.6190681,0.15216018,-0.5905685,-0.3943428,-0.08292253,-0.18482849,-0.054787688,0.34383732,-1.0374355,0.060630284,1.2381551,-0.083210155,-0.72293234,-0.79986984,-1.9136859,-1.6000481,0.08468755,0.5106321,-0.8168416,-1.0966756,0.36639458,0.3889129,0.24017315,-0.8804191,0.39792702,0.036408305,-0.15317348,-0.70053977,0.5406622,-0.6646172,-0.8159746,2.2285526,0.10616443,-0.4267375,-1.0011662,,2.955760032
